season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,demand_high,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos,rush_hour,is_night,is_weekend,peak_season,bad_weather,rush_workday,temp_workday,comfort
1,0,1,22,0,6,0,2,0.4,0.94,0.2239,28,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,0.0,0.018626400000000015
1,0,1,23,0,6,0,2,0.46,0.88,0.2985,39,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,0.0,0.0387228
1,0,1,0,0,0,0,2,0.46,0.88,0.2985,17,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1,0,0,0,0.0,0.0387228
1,0,1,1,0,0,0,2,0.44,0.94,0.2537,17,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1,0,0,0,0.0,0.019702320000000016
1,0,1,2,0,0,0,2,0.42,1.0,0.2836,9,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1,0,0,0,0.0,0.0
1,0,1,3,0,0,0,2,0.46,0.94,0.194,6,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1,0,0,0,0.0,0.022245600000000025
1,0,1,4,0,0,0,2,0.46,0.94,0.194,3,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,1,0,0,0,0.0,0.022245600000000025
1,0,1,6,0,0,0,3,0.42,0.77,0.2985,2,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,1,0,0.0,0.06776489999999999
1,0,1,7,0,0,0,2,0.4,0.76,0.194,1,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,0,0,0.0,0.077376
1,0,1,8,0,0,0,3,0.4,0.71,0.2239,8,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,1,0,0.0,0.09002760000000001
1,0,1,9,0,0,0,2,0.38,0.76,0.2239,20,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,0,0,0.0,0.07078032000000001
1,0,1,10,0,0,0,2,0.36,0.81,0.2239,53,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.05308523999999998
1,0,1,11,0,0,0,2,0.36,0.71,0.2537,70,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.07791372
1,0,1,12,0,0,0,2,0.36,0.66,0.2985,93,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.08586359999999998
1,0,1,13,0,0,0,2,0.36,0.66,0.1343,75,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.10596167999999999
1,0,1,14,0,0,0,3,0.36,0.76,0.194,59,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,1,0,0.0,0.0696384
1,0,1,15,0,0,0,3,0.34,0.81,0.1642,74,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,1,0,0.0,0.053992679999999994
1,0,1,16,0,0,0,3,0.34,0.71,0.1642,76,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,1,0,0.0,0.08240988000000002
1,0,1,17,0,0,0,1,0.34,0.57,0.194,65,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,0,0,0.0,0.11783720000000003
1,0,1,18,0,0,0,2,0.36,0.46,0.3284,53,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,0,0,0.0,0.13055904000000002
1,0,1,19,0,0,0,1,0.32,0.42,0.4478,30,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,1,0,0,0,0.0,0.10248832000000001
1,0,1,20,0,0,0,1,0.3,0.39,0.3582,22,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.11744939999999998
1,0,1,21,0,0,0,1,0.26,0.44,0.3284,31,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.09778496
1,0,1,22,0,0,0,1,0.24,0.44,0.2985,9,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.09428160000000002
1,0,1,23,0,0,0,1,0.22,0.47,0.1642,8,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0.0,0.09745428
1,0,1,0,0,1,1,1,0.22,0.44,0.3582,5,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0.22,0.07906976
1,0,1,1,0,1,1,1,0.2,0.44,0.4179,2,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0.2,0.06519520000000002
1,0,1,4,0,1,1,1,0.16,0.47,0.3881,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0.16,0.05188912
1,0,1,5,0,1,1,1,0.16,0.47,0.2836,3,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0.16,0.060750719999999994
1,0,1,6,0,1,1,1,0.14,0.5,0.3881,30,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.14,0.042833
1,0,1,7,0,1,1,1,0.14,0.5,0.194,64,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.14,0.05642000000000001
1,0,1,8,0,1,1,1,0.14,0.5,0.2836,154,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.14,0.050148
1,0,1,9,0,1,1,1,0.16,0.43,0.3881,88,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.16,0.05580528000000001
1,0,1,10,0,1,1,1,0.18,0.43,0.2537,44,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.18,0.07657038000000001
1,0,1,11,0,1,1,1,0.2,0.4,0.3284,51,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.2,0.080592
1,0,1,12,0,1,1,1,0.22,0.35,0.2985,61,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.22,0.10031450000000001
1,0,1,13,0,1,1,1,0.24,0.35,0.2836,61,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.24,0.1117584
1,0,1,14,0,1,1,1,0.26,0.3,0.2836,77,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.26,0.1303848
1,0,1,15,0,1,1,1,0.26,0.3,0.2537,72,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.26,0.1358266
1,0,1,16,0,1,1,1,0.26,0.3,0.2537,76,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.26,0.1358266
1,0,1,17,0,1,1,1,0.24,0.3,0.2239,157,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.24,0.1303848
1,0,1,18,0,1,1,1,0.24,0.32,0.1045,157,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.24,0.1461456
1,0,1,19,0,1,1,1,0.2,0.47,0.0896,110,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0,0,1,0.2,0.0965024
1,0,1,20,0,1,1,1,0.2,0.47,0.1045,52,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.2,0.09492300000000001
1,0,1,21,0,1,1,1,0.18,0.64,0.1343,52,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.18,0.05609736
1,0,1,22,0,1,1,1,0.14,0.69,0.1343,20,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.14,0.037571380000000015
1,0,1,23,0,1,1,1,0.18,0.55,0.1045,12,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,0.18,0.07253549999999999
1,0,1,0,0,2,1,1,0.16,0.55,0.1045,5,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0.16,0.06447599999999999
1,0,1,1,0,2,1,1,0.16,0.59,0.1045,2,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0.16,0.0587448
1,0,1,2,0,2,1,1,0.14,0.63,0.1343,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0.14,0.04484326
1,0,1,4,0,2,1,1,0.14,0.63,0.0896,2,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0.14,0.04715872
1,0,1,5,0,2,1,1,0.12,0.68,0.1045,4,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0.12,0.03438719999999999
1,0,1,6,0,2,1,1,0.12,0.74,0.1045,36,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.12,0.0279396
1,0,1,7,0,2,1,1,0.12,0.74,0.1343,94,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.12,0.02700984
1,0,1,8,0,2,1,1,0.14,0.69,0.1642,179,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.14,0.03627372000000001
1,0,1,9,0,2,1,1,0.16,0.64,0.2239,100,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.16,0.04470336
1,0,1,10,0,2,1,2,0.16,0.69,0.3284,42,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.16,0.033311360000000005
1,0,1,11,0,2,1,1,0.22,0.51,0.2985,57,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.22,0.0756217
1,0,1,12,0,2,1,1,0.22,0.51,0.1642,78,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.22,0.09009924
1,0,1,13,0,2,1,1,0.24,0.56,0.194,97,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.24,0.0851136
1,0,1,14,0,2,1,1,0.26,0.52,0.2239,63,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.26,0.09685728
1,0,1,15,0,2,1,1,0.28,0.52,0.2537,65,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.28,0.10030272000000001
1,0,1,16,0,2,1,1,0.3,0.49,0.2537,83,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.3,0.11418389999999999
1,0,1,17,0,2,1,1,0.28,0.48,0.2239,212,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.28,0.11300016
1,0,1,18,0,2,1,1,0.26,0.48,0.194,182,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.26,0.10897120000000002
1,0,1,19,0,2,1,1,0.24,0.48,0.1045,112,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0.24,0.1117584
1,0,1,20,0,2,1,1,0.24,0.48,0.1045,54,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.24,0.1117584
1,0,1,21,0,2,1,1,0.22,0.64,0.0896,48,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.22,0.07210367999999999
1,0,1,22,0,2,1,1,0.22,0.64,0.0896,35,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.22,0.07210367999999999
1,0,1,23,0,2,1,1,0.2,0.69,0.0896,11,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0.2,0.05644480000000001
1,0,1,0,0,3,1,1,0.2,0.64,0.0896,6,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0.2,0.06554879999999999
1,0,1,1,0,3,1,1,0.16,0.74,0.0896,6,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0.16,0.037872640000000006
1,0,1,2,0,3,1,1,0.16,0.74,0.0896,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0.16,0.037872640000000006
1,0,1,4,0,3,1,1,0.24,0.48,0.2239,2,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0.24,0.09685728
1,0,1,5,0,3,1,1,0.22,0.47,0.1642,3,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0.22,0.09745428
1,0,1,6,0,3,1,1,0.2,0.47,0.2239,33,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.2,0.08226660000000001
1,0,1,7,0,3,1,1,0.18,0.43,0.194,88,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.18,0.08269560000000001
1,0,1,8,0,3,1,1,0.2,0.4,0.2985,195,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.2,0.08418
1,0,1,9,0,3,1,1,0.22,0.37,0.3284,115,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.22,0.09308376
1,0,1,10,0,3,1,1,0.22,0.37,0.3284,57,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.22,0.09308376
1,0,1,11,0,3,1,1,0.26,0.33,0.3284,46,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.26,0.11699272
1,0,1,12,0,3,1,1,0.26,0.33,0.3284,79,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.26,0.11699272
1,0,1,13,0,3,1,1,0.28,0.3,0.2985,71,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.28,0.137494
1,0,1,14,0,3,1,1,0.3,0.28,0.194,62,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.3,0.174096
1,0,1,15,0,3,1,1,0.3,0.28,0.194,62,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.3,0.174096
1,0,1,16,0,3,1,1,0.3,0.28,0.0896,89,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.3,0.1966464
1,0,1,17,0,3,1,1,0.24,0.38,0.194,190,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.24,0.11993279999999999
1,0,1,18,0,3,1,1,0.24,0.38,0.1343,169,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.24,0.12881615999999999
1,0,1,19,0,3,1,1,0.24,0.38,0.1045,132,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0.24,0.1332504
1,0,1,20,0,3,1,1,0.22,0.47,0.1642,89,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.22,0.09745428
1,0,1,21,0,3,1,1,0.2,0.51,0.194,43,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.2,0.078988
1,0,1,22,0,3,1,1,0.18,0.55,0.1343,42,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.18,0.0701217
1,0,1,23,0,3,1,1,0.2,0.47,0.0896,19,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0.2,0.0965024
1,0,1,0,0,4,1,1,0.18,0.55,0.0896,11,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0.18,0.07374239999999999
1,0,1,1,0,4,1,1,0.16,0.64,0.0896,4,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0.16,0.05243904
1,0,1,2,0,4,1,1,0.16,0.64,0.0896,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0.16,0.05243904
1,0,1,4,0,4,1,2,0.16,0.64,0.0896,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0.16,0.05243904
1,0,1,5,0,4,1,2,0.14,0.69,0.0896,4,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0.14,0.039511360000000016
1,0,1,6,0,4,1,2,0.14,0.63,0.1045,36,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0.14,0.0463869
1,0,1,7,0,4,1,2,0.16,0.59,0.0896,95,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0.16,0.05972224
1,0,1,8,0,4,1,1,0.16,0.59,0.0896,219,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0.16,0.05972224
1,0,1,9,0,4,1,2,0.18,0.51,0.0896,122,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0.18,0.08029728
1,0,1,10,0,4,1,1,0.2,0.47,0.0896,45,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0.2,0.0965024
1,0,1,11,0,4,1,1,0.22,0.44,0.0896,59,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0.22,0.11216128000000002
